timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
14,-99.27,14,0,0,1,10.222,0.0,21.5
49,-97.61,35,0,0,1,11.431,0.0857,94.4
60,-98.56,11,0,0,1,14.941,0.0,33.7
75,-97.5,15,0,0,1,15.787,0.0,56.4
101,-98.61,26,0,0,1,6.586,0.0,41.5
187,-94.64,86,0,0,1,7.619,0.0,151.6
205,-98.34,18,0,0,1,10.222,0.0,42.0
279,-97.29,74,0,0,1,5.02,0.0,94.4
339,-98.29,60,0,0,1,4.523,0.0,67.1
400,-99.51,61,0,0,1,3.145,0.0,44.2
497,-90.54,97,0,0,1,9.981,0.0,236.7
552,-99.23,55,0,0,1,3.585,0.0,46.1
577,-98.88,25,0,0,1,6.781,0.0,35.5
615,-98.97,38,0,0,1,4.566,0.0,41.5
647,-99.14,32,0,0,1,5.121,0.0,34.6
672,-97.25,25,0,0,1,10.356,0.0,67.1
766,-94.6,94,0,0,1,8.772,0.0426,195.3
787,-96.19,21,0,0,1,18.999,0.0476,94.4
819,-98.15,32,0,0,1,6.425,0.0,53.9
858,-99.0,39,0,0,1,4.309,0.0,41.5
912,-98.12,54,0,0,1,4.873,0.0,67.1
942,-98.73,30,0,0,1,5.936,0.0,41.5
1000,-97.52,58,0,0,1,5.859,0.0,80.7
1064,-100.22,64,0,0,1,2.457,0.0,32.3
1255,-98.48,191,0,0,1,3.205,0.0,138.1
1274,-99.66,19,0,0,1,7.466,0.0,16.6
1310,-98.26,36,0,0,1,6.109,0.0,53.9
1438,-89.17,128,0,0,1,9.005,0.0,280.5
1468,-99.08,30,0,0,1,5.538,0.0,34.6
1521,-98.09,53,0,0,1,4.843,0.0,67.1
1558,-99.35,37,0,0,1,4.326,0.0,33.4
1579,-98.46,21,0,0,1,8.245,0.0,41.5
1618,-96.12,39,0,0,1,10.581,0.0,96.5
1647,-98.7,29,0,0,1,6.165,0.0,41.5
1671,-99.1,24,0,0,1,6.264,0.0,30.6
1711,-98.97,40,0,0,1,4.61,0.0,42.6
1739,-98.03,28,0,0,1,7.479,0.0,53.9
1772,-98.88,33,0,0,1,12.413,0.1818,97.6
1824,-99.26,52,0,0,1,3.675,0.0,43.8
1864,-97.7,40,0,0,1,6.359,0.0,67.1
1977,-92.46,113,0,0,1,9.463,0.0442,256.6
2014,-98.94,37,0,0,1,4.79,0.0,41.5
2049,-98.24,35,0,0,1,5.994,0.0,53.9
2092,-98.95,43,0,0,1,4.834,0.0,44.5
2127,-99.21,35,0,0,1,4.771,0.0,34.9
2147,-97.02,20,0,0,1,14.816,0.0,68.3
2251,-90.88,104,0,0,1,10.003,0.0096,243.3
2296,-99.02,45,0,0,1,4.335,0.0,44.5
2349,-97.9,53,0,0,1,5.719,0.0,70.4
2433,-94.7,84,0,0,1,7.245,0.0,149.7
2467,-99.4,34,0,0,1,4.574,0.0,30.6
2501,-99.16,34,0,0,1,5.217,0.0,35.1
2582,-97.26,81,0,0,1,5.198,0.0,98.7
2615,-99.84,33,0,0,1,4.242,0.0,21.5
2633,-98.8,18,0,0,1,8.954,0.0,33.1
2683,-98.68,50,0,0,1,4.384,0.0,53.9
2759,-95.19,76,0,0,1,7.116,0.0,135.8
2828,-99.58,69,0,0,1,2.926,0.0,47.5
2861,-98.18,33,0,0,1,6.608,0.0,53.9
2889,-98.65,28,0,0,1,6.46,0.0,41.8
2923,-98.84,34,0,0,1,5.513,0.0,41.6
2963,-97.35,40,0,0,1,8.425,0.0,73.4
2999,-97.58,36,0,0,1,7.273,0.0,67.1
3088,-97.72,89,0,0,1,4.42,0.0,94.6
3140,-99.89,52,0,0,1,2.984,0.0,31.6
3198,-98.24,58,0,0,1,4.473,0.0,67.1
3248,-99.69,50,0,0,1,3.387,0.0,34.2
3327,-97.43,79,0,0,1,5.105,0.0,94.4
3363,-99.19,36,0,0,1,4.682,0.0,35.8
3382,-97.48,19,0,0,1,13.638,0.0,58.9
3467,-99.05,85,0,0,1,3.126,0.0,67.1
3518,-99.36,51,0,0,1,3.448,0.0,41.5
3609,-99.23,91,0,0,1,2.929,0.0,67.1
3630,-97.57,21,0,0,1,11.586,0.0,58.4
3658,-99.22,28,0,0,1,5.356,0.0,30.6
3807,-97.36,149,0,0,1,3.92,0.0,135.8
3841,-98.2,34,0,0,1,6.591,0.0,53.9
3909,-98.94,68,0,0,1,3.611,0.0,59.2
3928,-98.73,19,0,0,1,8.683,0.0,34.9
