timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
20,-100.21,20,0,0,1,7.228,0.05,15.4
55,-102.25,35,0,0,1,13.338,0.3714,100.8
66,-100.03,11,0,0,1,14.894,0.0909,13.5
80,-97.6,14,0,0,1,16.121,0.0,53.9
129,-99.64,49,0,0,1,22.002,0.4694,254.7
140,-97.99,11,0,0,1,17.786,0.0,44.7
164,-99.57,24,0,0,1,6.187,0.0,21.5
181,-98.85,17,0,0,1,26.889,0.4706,108.1
194,-98.13,13,0,0,1,14.397,0.0,43.1
212,-96.98,18,0,0,1,15.726,0.0,68.0
244,-99.46,32,0,0,1,8.282,0.125,67.1
258,-97.88,14,0,0,1,22.941,0.1429,67.1
278,-97.78,20,0,0,1,11.506,0.0,53.9
298,-100.23,20,0,0,1,7.508,0.1,25.7
323,-98.57,25,0,0,1,27.26,0.48,156.1
353,-99.23,30,0,0,1,5.263,0.0,31.7
363,-99.12,10,0,0,1,15.354,0.0,21.9
379,-99.46,16,0,0,1,17.891,0.3125,67.1
467,-101.41,88,0,0,1,15.907,0.375,339.1
500,-97.5,33,0,0,1,11.385,0.0606,85.7
527,-97.81,27,0,0,1,9.695,0.037,67.1
544,-99.15,17,0,0,1,8.884,0.0,25.4
572,-99.16,28,0,0,1,6.481,0.0357,41.5
599,-98.48,27,0,0,1,7.082,0.0,44.6
616,-99.69,17,0,0,1,11.579,0.1765,44.2
674,-97.52,58,0,0,1,5.559,0.0,80.7
691,-98.93,17,0,0,1,16.743,0.2353,68.4
731,-97.04,40,0,0,1,11.18,0.075,108.1
771,-97.88,40,0,0,1,8.082,0.025,72.9
786,-98.58,15,0,0,1,13.147,0.0667,45.2
799,-99.31,13,0,0,1,22.294,0.3846,68.3
817,-98.69,18,0,0,1,9.184,0.0,35.1
835,-98.88,18,0,0,1,8.795,0.0,31.5
896,-96.17,61,0,0,1,7.47,0.0,108.1
915,-97.76,19,0,0,1,11.377,0.0,53.9
944,-99.74,29,0,0,1,11.722,0.1724,68.8
971,-96.55,27,0,0,1,12.623,0.0,81.4
999,-99.23,28,0,0,1,5.229,0.0,30.6
1021,-98.49,22,0,0,1,8.216,0.0,41.5
1037,-99.21,16,0,0,1,9.699,0.0,23.7
1070,-98.75,33,0,0,1,5.599,0.0,42.8
1127,-100.6,57,0,0,1,14.607,0.3158,192.9
1169,-96.64,42,0,0,1,14.135,0.119,135.8
1194,-98.04,25,0,0,1,12.731,0.12,80.7
1213,-100.62,19,0,0,1,10.647,0.2632,46.7
