timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
41,-99.22,41,0,0,1,6.885,0.0732,67.1
75,-101.67,34,0,0,1,4.41,0.1176,25.3
90,-98.09,15,0,0,1,13.506,0.0,44.9
106,-98.28,16,0,0,1,11.808,0.0,41.9
133,-101.09,27,0,0,1,12.555,0.3333,80.7
165,-98.0,32,0,0,1,12.517,0.0938,84.8
178,-100.09,13,0,0,1,13.012,0.1538,24.0
202,-99.53,24,0,0,1,6.57,0.0417,32.0
222,-98.82,20,0,0,1,9.404,0.05,43.4
248,-100.71,26,0,0,1,15.78,0.3462,86.8
258,-98.97,10,0,0,1,15.268,0.0,24.8
284,-98.94,26,0,0,1,6.395,0.0,35.0
304,-98.11,20,0,0,1,10.516,0.0,47.5
314,-97.98,10,0,0,1,23.252,0.1,53.9
333,-99.38,19,0,0,1,8.904,0.0526,32.0
346,-99.21,13,0,0,1,14.211,0.1538,41.5
362,-98.66,16,0,0,1,10.278,0.0,34.6
390,-99.16,28,0,0,1,5.947,0.0,31.7
435,-100.24,45,0,0,1,16.84,0.3333,163.8
463,-98.58,28,0,0,1,10.576,0.1071,71.9
486,-99.39,23,0,0,1,7.483,0.0435,34.0
505,-98.68,19,0,0,1,10.497,0.0526,45.6
531,-99.16,26,0,0,1,5.878,0.0,30.8
545,-98.68,14,0,0,1,12.136,0.0,32.8
573,-101.54,28,0,0,1,5.337,0.1429,24.3
593,-97.44,20,0,0,1,22.784,0.25,108.1
613,-100.22,20,0,0,1,25.054,0.6,121.9
725,-95.3,112,0,0,1,12.281,0.1607,326.0
753,-98.98,28,0,0,1,8.161,0.0714,54.7
779,-99.05,26,0,0,1,13.201,0.1923,80.7
838,-96.12,59,0,0,1,7.288,0.0,108.1
876,-99.4,38,0,0,1,9.549,0.1316,80.7
895,-99.42,19,0,0,1,7.428,0.0,21.5
957,-104.48,62,0,0,1,8.154,0.2903,121.9
993,-97.99,36,0,0,1,22.129,0.3889,192.9
1010,-99.0,17,0,0,1,16.524,0.2353,67.1
1031,-97.91,21,0,0,1,15.583,0.1429,80.7
1042,-98.03,11,0,0,1,17.29,0.0,43.8
1107,-103.78,65,0,0,1,6.302,0.2154,98.8
1117,-99.0,10,0,0,1,15.148,0.0,24.3
1198,-100.28,81,0,0,1,7.187,0.1111,126.6
1252,-99.77,54,0,0,1,3.081,0.0,35.2
1284,-98.79,32,0,0,1,5.507,0.0,41.5
1324,-99.32,40,0,0,1,4.202,0.0,35.8
1347,-101.05,23,0,0,1,12.62,0.3478,69.6
1363,-98.86,16,0,0,1,9.655,0.0,30.6
1375,-98.02,12,0,0,1,16.5,0.0,44.5
1387,-99.21,12,0,0,1,12.322,0.0,21.5
1410,-99.86,23,0,0,1,8.388,0.1304,44.4
1440,-102.62,30,0,0,1,6.393,0.2667,43.6
1469,-99.99,29,0,0,1,17.604,0.3793,121.9
1499,-96.33,30,0,0,1,21.465,0.2333,154.2
1518,-98.26,19,0,0,1,11.088,0.0526,53.9
1531,-98.62,13,0,0,1,15.061,0.0769,43.2
1544,-99.23,13,0,0,1,11.76,0.0,21.5
1564,-100.14,20,0,0,1,23.824,0.55,113.8
1600,-100.93,36,0,0,1,4.725,0.0833,31.1
1617,-98.34,17,0,0,1,10.429,0.0,41.5
1632,-98.83,15,0,0,1,10.535,0.0,30.6
1664,-99.19,32,0,0,1,5.066,0.0,33.6
1674,-98.91,10,0,0,1,18.469,0.1,35.8
1715,-98.42,41,0,0,1,5.262,0.0,53.9
1739,-99.57,24,0,0,1,5.893,0.0,21.5
1755,-97.66,16,0,0,1,14.197,0.0,53.9
1773,-97.4,18,0,0,1,13.866,0.0,60.0
1809,-96.85,36,0,0,1,9.443,0.0,80.7
1830,-96.7,21,0,0,1,18.013,0.0952,94.4
1843,-99.22,13,0,0,1,13.815,0.1538,41.5
1865,-100.96,22,0,0,1,8.386,0.2273,41.9
1886,-98.79,21,0,0,1,7.913,0.0,35.0
1916,-98.59,30,0,0,1,24.114,0.4667,178.2
1932,-97.66,16,0,0,1,14.304,0.0,53.9
1958,-100.52,26,0,0,1,5.445,0.0385,13.7
1980,-98.84,22,0,0,1,10.148,0.0909,53.9
2017,-98.55,37,0,0,1,11.379,0.1351,96.5
2033,-100.1,16,0,0,1,8.828,0.0625,15.9
2050,-97.67,17,0,0,1,13.65,0.0,54.2
2079,-97.36,29,0,0,1,9.528,0.0,67.1
2108,-97.9,29,0,0,1,11.214,0.0,55.8
2138,-98.73,30,0,0,1,5.863,0.0,41.5
2150,-98.49,12,0,0,1,14.413,0.0,35.5
2184,-99.16,34,0,0,1,5.06,0.0,35.3
2202,-99.34,18,0,0,1,8.167,0.0,22.3
2216,-99.11,14,0,0,1,10.501,0.0,24.5
2236,-99.28,20,0,0,1,8.204,0.0,24.6
2269,-99.34,33,0,0,1,13.454,0.2424,108.1
2286,-100.66,17,0,0,1,8.895,0.1765,25.3
2339,-100.84,53,0,0,1,10.835,0.2453,138.6
2357,-98.78,18,0,0,1,9.368,0.0,33.2
2392,-98.88,35,0,0,1,4.974,0.0,41.5
2412,-98.79,20,0,0,1,10.651,0.1,53.9
2427,-99.22,15,0,0,1,12.408,0.1333,42.6
2442,-98.63,15,0,0,1,10.971,0.0,34.6
2463,-97.67,21,0,0,1,22.758,0.2857,113.9
2475,-97.55,12,0,0,1,17.663,0.0,53.9
2484,-99.51,9,0,0,1,15.979,0.0,13.5
2505,-98.96,21,0,0,1,8.353,0.0476,41.5
2525,-99.32,20,0,0,1,7.34,0.0,24.0
