timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m,jerk
110082,-56.47,1500,0,0,0,1.698,0.0,1166.1,0.1453
111582,-18.29,1500,0,0,0,3.791,0.004,1575.5,0.1756
113082,-107.56,1500,0,0,0,0.257,0.0307,1172.5,0.0852
114582,-32.93,1500,0,0,0,3.101,0.0067,3210.8,0.112
116082,-370.44,1500,0,0,0,4.65,0.5007,3223.0,0.1192
117582,-76.03,1500,0,0,0,0.7,0.0,1172.5,0.1329
119082,-19.04,1500,0,0,0,3.901,0.012,3035.7,0.2672
120582,-25.04,1500,0,0,0,3.494,0.0053,4821.1,0.2636
122082,-113.3,1500,0,0,0,4.397,0.1513,3223.0,0.1429
123582,-503.34,1500,0,0,0,0.505,0.5633,4825.8,0.0739
125082,-78.67,1500,0,0,0,0.664,0.002,3230.2,0.1693
125175,-78.55,93,0,0,1,21.779,0.0,1204.3,0.3439
126675,-285.12,1500,1,0,0,3.545,0.3167,6201.3,0.0818
128175,-68.9,1500,0,0,0,1.039,0.0,1201.8,0.0737
129675,-425.34,1500,0,0,0,2.33,0.5087,4840.0,0.1141
131175,-20.55,1500,0,0,0,3.654,0.002,4826.4,0.1466
132675,-38.97,1500,0,0,0,2.801,0.006,4825.8,0.0966
134175,-22.48,1500,0,0,0,3.48,0.002,4827.4,0.2
135675,-81.15,1500,1,0,0,8.426,0.178,6213.7,0.1207
137175,-337.22,1500,1,0,0,3.432,0.382,6199.9,0.1021
138675,-87.43,1500,0,0,0,0.172,0.0,3540.7,0.1162
140175,-75.04,1500,0,0,0,0.858,0.0027,3223.0,0.1823
141675,50.9,1500,0,0,0,7.136,0.0047,3049.6,0.1573
143175,-51.41,1500,0,0,0,1.959,0.0,1166.1,0.1125
144675,-63.64,1500,0,0,0,1.547,0.0053,3041.5,0.1325
146175,-313.03,1500,1,0,0,8.997,0.0287,6159.7,0.1831
147675,300.6,1500,2,0,0,27.223,0.1327,11204.7,0.2636
149175,179.01,1500,2,0,0,17.133,0.0247,11204.8,0.3021
150675,-187.53,1500,1,0,0,12.447,0.0207,6154.9,0.2437
152175,70.98,1500,0,0,0,8.489,0.0113,3566.2,0.1799
153675,-75.07,1500,1,0,0,6.062,0.1033,7086.5,0.1684
155175,12.07,1500,1,0,0,6.909,0.0107,6216.8,0.1615
155324,-57.59,149,0,0,1,25.205,0.0067,2486.0,0.4237
155408,-83.93,84,0,0,1,19.764,0.0,4446.9,0.4662
156908,-61.38,1500,0,0,0,1.475,0.0,1166.1,0.3024
158408,-502.15,1500,1,0,0,2.918,0.0007,5985.8,0.2447
159908,10.81,1500,2,0,0,20.18,0.036,11159.4,0.3037
161408,-55.33,1500,0,0,0,1.954,0.006,1199.9,0.1651
162908,-14.45,1500,1,0,0,5.143,0.002,6213.7,0.209
164408,167.64,1500,2,0,0,16.808,0.0347,11213.7,0.2688
165908,177.96,1500,2,0,0,17.135,0.0267,11274.8,0.198
167408,112.7,1500,0,0,0,11.418,0.0373,4973.9,0.2933
168908,-141.59,1500,0,0,0,8.081,0.284,4974.9,0.2993
170408,-480.45,1500,1,0,0,4.234,0.3693,5067.1,0.2495
171643,498.23,1235,3,1,0,33.692,0.2397,15000.0,0.4994
173143,-499.42,1500,1,0,0,7.282,0.702,7087.4,0.2225
174643,32.76,1500,1,0,0,8.034,0.0127,6216.0,0.2922
176143,-280.21,1500,1,0,0,13.279,0.0607,8548.3,0.2919
177643,480.33,1500,2,0,0,33.6,0.0613,14979.9,0.3444
179071,597.98,1428,3,1,0,31.67,0.0637,15014.8,0.3653
180571,116.89,1500,2,0,0,23.618,0.0607,10166.4,0.3872
180627,-85.0,56,0,0,1,33.658,0.1964,4418.5,0.5144
