timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
66,-98.61,11,0,0,1,14.677,0.0,32.6
72,-99.47,12,0,0,1,12.129,0.0,16.1
108,-98.13,18,0,0,1,10.973,0.0,46.0
144,-97.07,24,0,0,1,18.311,0.1667,108.1
204,-98.89,23,0,0,1,7.596,0.0,34.1
204,-100.71,34,0,0,1,4.506,0.0588,24.5
216,-99.56,36,0,0,1,7.953,0.1111,67.1
336,-99.85,20,0,0,1,6.984,0.0,9.5
372,-99.52,38,0,0,1,4.031,0.0,30.6
402,-101.31,33,0,0,1,4.943,0.1212,31.7
462,-99.58,15,0,0,1,11.41,0.1333,35.5
534,-97.59,33,0,0,1,11.072,0.0606,84.0
558,-99.54,59,0,0,1,3.196,0.0,42.6
576,-97.42,84,0,0,1,6.571,0.0476,135.8
648,-98.79,90,0,0,1,6.972,0.0889,151.3
660,-99.36,21,0,0,1,16.533,0.2857,81.5
684,-98.27,18,0,0,1,10.467,0.0,43.2
720,-99.68,43,0,0,1,3.465,0.0,30.6
840,-97.93,30,0,0,1,7.895,0.0,56.7
876,-97.66,53,0,0,1,7.188,0.0377,94.4
882,-99.37,33,0,0,1,4.608,0.0,30.6
888,-105.04,81,0,0,1,6.608,0.2222,121.9
972,-98.16,22,0,0,1,11.488,0.0909,67.1
984,-99.15,44,0,0,1,3.994,0.0,41.5
990,-101.99,57,0,0,1,2.773,0.0702,32.6
1002,-99.75,20,0,0,1,7.202,0.0,15.1
1074,-99.75,31,0,0,1,5.901,0.0645,41.5
1176,-99.22,31,0,0,1,5.109,0.0,32.4
1266,-98.13,15,0,0,1,15.232,0.0667,53.9
1278,-99.42,49,0,0,1,7.058,0.0612,67.1
1284,-99.26,35,0,0,1,4.615,0.0,34.1
1362,-99.16,60,0,0,1,6.912,0.0833,98.1
1452,-98.77,15,0,0,1,11.55,0.0,31.7
1536,-98.23,110,0,0,1,6.162,0.0636,163.8
1554,-104.79,97,0,0,1,9.312,0.2784,222.3
1578,-105.18,52,0,0,1,9.667,0.3846,122.0
1614,-100.37,56,0,0,1,3.803,0.0536,53.9
1662,-99.43,35,0,0,1,4.408,0.0,30.7
1776,-99.83,37,0,0,1,3.938,0.0,24.0
1884,-99.56,100,0,0,1,3.895,0.03,94.4
1896,-102.07,47,0,0,1,13.538,0.3617,149.7
1974,-101.64,33,0,0,1,12.198,0.303,82.6
2130,-98.92,39,0,0,1,4.732,0.0,42.9
2160,-101.24,97,0,0,1,1.602,0.0,31.7
2172,-99.77,48,0,0,1,3.767,0.0208,41.5
2268,-94.89,122,0,0,1,8.83,0.0738,253.4
2280,-99.04,25,0,0,1,6.593,0.0,32.3
2364,-99.15,32,0,0,1,5.417,0.0,34.2
2394,-100.47,21,0,0,1,7.098,0.0952,21.5
2400,-99.42,20,0,0,1,9.358,0.1,41.5
2418,-98.07,74,0,0,1,6.021,0.0405,108.1
2448,-98.65,131,0,0,1,4.658,0.0305,138.8
2478,-99.51,19,0,0,1,12.911,0.2105,58.4
2496,-93.85,56,0,0,1,13.416,0.0536,178.2
2598,-97.92,33,0,0,1,7.512,0.0,58.6
2616,-101.79,20,0,0,1,7.913,0.2,13.8
2742,-98.45,21,0,0,1,8.815,0.0,41.5
2832,-103.92,59,0,0,1,6.281,0.2034,72.8
2904,-104.35,85,0,0,1,7.911,0.2353,156.5
3048,-98.56,100,0,0,1,3.994,0.01,94.4
3048,-99.36,51,0,0,1,3.372,0.0,41.5
3156,-100.12,42,0,0,1,5.975,0.0952,60.0
3162,-99.09,55,0,0,1,7.387,0.0909,96.7
3174,-99.41,21,0,0,1,10.324,0.0952,42.1
3270,-103.71,112,0,0,1,5.846,0.1518,155.8
3294,-98.95,23,0,0,1,7.071,0.0,33.0
3324,-100.88,46,0,0,1,4.504,0.087,47.6
3330,-98.89,26,0,0,1,6.532,0.0,35.8
3360,-98.68,33,0,0,1,6.455,0.0303,53.9
3396,-99.39,17,0,0,1,8.823,0.0588,30.6
3462,-101.91,174,0,0,1,4.921,0.0805,196.6
3468,-99.93,23,0,0,1,6.39,0.0,13.5
3636,-99.47,28,0,0,1,5.349,0.0,25.8
3684,-99.47,69,0,0,1,9.51,0.1594,154.6
3726,-100.41,55,0,0,1,5.469,0.0909,71.5
3732,-99.25,45,0,0,1,5.644,0.0444,59.2
3768,-98.23,68,0,0,1,4.402,0.0,72.9
3870,-98.83,17,0,0,1,9.814,0.0,31.8
3918,-98.23,39,0,0,1,10.384,0.1026,94.4
3960,-99.32,38,0,0,1,4.423,0.0,34.6
4044,-99.05,29,0,0,1,5.676,0.0,34.6
4212,-99.97,81,0,0,1,6.519,0.0988,123.4
4284,-97.58,61,0,0,1,5.509,0.0,81.2
4314,-99.66,17,0,0,1,8.312,0.0,15.3
4368,-104.28,122,0,0,1,4.242,0.1148,121.9
4386,-97.69,71,0,0,1,5.467,0.0141,94.4
4446,-98.51,27,0,0,1,7.025,0.0,43.9
4506,-99.04,77,0,0,1,4.404,0.026,81.7
4548,-99.36,17,0,0,1,8.54,0.0,21.5
4572,-99.82,34,0,0,1,4.32,0.0,22.3
4590,-101.71,46,0,0,1,10.108,0.2609,108.1
4638,-99.57,11,0,0,1,13.285,0.0,13.5
4662,-99.6,26,0,0,1,5.955,0.0385,31.8
4692,-102.51,51,0,0,1,5.808,0.1765,67.1
4722,-100.05,29,0,0,1,5.24,0.0,14.8
4764,-99.51,29,0,0,1,5.754,0.0345,35.2
4782,-99.36,20,0,0,1,7.463,0.0,23.2
4848,-99.43,35,0,0,1,4.416,0.0,30.6
4974,-101.86,42,0,0,1,11.977,0.3095,112.3
5058,-99.08,14,0,0,1,10.593,0.0,25.1
5064,-104.12,50,0,0,1,7.031,0.28,83.6
5088,-100.98,66,0,0,1,3.782,0.0606,57.3
5118,-100.63,45,0,0,1,3.659,0.0444,32.5
5124,-104.53,300,0,0,1,4.402,0.0833,324.8
5142,-99.39,9,0,0,1,18.013,0.0,15.6
5184,-99.73,21,0,0,1,13.594,0.1905,54.8
5226,-98.8,14,0,0,1,10.923,0.0,30.6
5310,-98.23,41,0,0,1,6.332,0.0244,67.1
5352,-99.55,39,0,0,1,3.974,0.0,30.6
5388,-98.77,13,0,0,1,12.057,0.0,30.6
5448,-95.21,44,0,0,1,12.947,0.0455,135.8
