timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
55,-95.99,55,0,0,1,8.358,0.0,108.1
82,-99.06,27,0,0,1,5.976,0.0,33.1
106,-98.95,24,0,0,1,6.729,0.0,33.6
135,-97.21,29,0,0,1,10.029,0.0,70.0
189,-99.3,54,0,0,1,3.598,0.0,44.3
236,-98.95,47,0,0,1,4.273,0.0,47.1
250,-98.8,14,0,0,1,11.036,0.0,30.6
294,-98.39,44,0,0,1,5.312,0.0,56.0
353,-97.34,59,0,0,1,6.401,0.0169,94.4
414,-93.27,61,0,0,1,11.05,0.0,163.8
455,-96.56,41,0,0,1,11.758,0.0488,108.1
505,-99.33,50,0,0,1,3.356,0.0,41.5
535,-98.07,30,0,0,1,8.363,0.0,53.9
599,-97.72,64,0,0,1,6.529,0.0312,99.3
640,-99.49,41,0,0,1,3.896,0.0,33.0
685,-99.65,45,0,0,1,3.543,0.0,32.2
722,-99.49,37,0,0,1,4.211,0.0,30.6
750,-98.03,28,0,0,1,7.473,0.0,53.9
774,-95.68,24,0,0,1,16.614,0.0,96.4
877,-94.41,103,0,0,1,6.643,0.0,165.9
976,-92.61,99,0,0,1,8.569,0.0101,207.7
999,-98.96,23,0,0,1,6.901,0.0,32.9
1062,-97.47,63,0,0,1,5.819,0.0,84.4
1110,-100.23,48,0,0,1,3.013,0.0,22.7
1142,-95.32,32,0,0,1,13.303,0.0,108.1
1186,-99.61,44,0,0,1,3.572,0.0,32.5
1211,-98.48,25,0,0,1,7.485,0.0,43.3
1236,-98.51,25,0,0,1,7.457,0.0,42.7
1312,-97.32,76,0,0,1,5.596,0.0,94.4
1330,-98.92,18,0,0,1,8.928,0.0,30.6
1371,-99.06,41,0,0,1,4.274,0.0,41.5
1560,-91.99,189,0,0,1,6.204,0.0106,280.5
1668,-98.01,108,0,0,1,3.868,0.0,99.9
1694,-97.89,26,0,0,1,8.905,0.0,55.3
1741,-99.09,47,0,0,1,4.07,0.0,44.3
1876,-93.36,135,0,0,1,6.973,0.0148,223.4
1976,-98.79,100,0,0,1,3.114,0.0,80.7
2025,-98.98,49,0,0,1,4.119,0.0,47.6
2073,-97.93,48,0,0,1,5.625,0.0,67.1
2134,-96.9,61,0,0,1,6.066,0.0,94.4
2180,-99.21,46,0,0,1,3.825,0.0,41.5
2216,-99.24,36,0,0,1,5.23,0.0,34.7
2241,-98.58,25,0,0,1,7.163,0.0,41.5
2266,-97.94,25,0,0,1,8.24,0.0,53.9
2278,-98.74,12,0,0,1,13.528,0.0,30.6
2299,-99.44,21,0,0,1,6.968,0.0,22.1
2377,-98.83,78,0,0,1,3.5,0.0,67.1
2399,-98.94,22,0,0,1,7.275,0.0,32.6
2432,-98.5,33,0,0,1,6.142,0.0,47.5
2481,-97.03,49,0,0,1,8.05,0.0204,94.4
2499,-98.72,18,0,0,1,9.266,0.0,34.5
2511,-99.01,12,0,0,1,12.591,0.0,25.4
2579,-98.54,68,0,0,1,3.785,0.0,67.1
2603,-98.98,24,0,0,1,6.733,0.0,33.0
2638,-98.1,35,0,0,1,6.739,0.0,56.4
2679,-98.27,41,0,0,1,5.741,0.0,56.6
2723,-100.04,44,0,0,1,3.373,0.0,23.9
2781,-98.93,58,0,0,1,3.601,0.0,53.9
2816,-97.96,35,0,0,1,6.992,0.0,59.1
2888,-95.55,72,0,0,1,7.895,0.0139,135.8
2968,-94.31,80,0,0,1,8.953,0.0125,163.8
3024,-96.74,56,0,0,1,6.933,0.0,94.4
3045,-98.45,21,0,0,1,9.04,0.0,41.5
3074,-99.09,29,0,0,1,5.783,0.0,33.7
3103,-97.15,29,0,0,1,10.186,0.0,71.2
3121,-98.75,18,0,0,1,9.415,0.0,33.8
3337,-90.26,216,0,0,1,5.87,0.0,310.3
3368,-98.76,31,0,0,1,5.781,0.0,41.5
