timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
20,-97.79,20,0,0,1,10.357,0.0,53.9
51,-98.76,31,0,0,1,5.477,0.0,41.5
159,-96.92,108,0,0,1,5.496,0.0185,139.9
190,-98.68,31,0,0,1,5.992,0.0,42.9
253,-100.13,63,0,0,1,2.589,0.0,33.4
299,-99.73,46,0,0,1,19.498,0.413,212.9
341,-98.45,42,0,0,1,5.025,0.0,53.9
357,-97.67,16,0,0,1,12.972,0.0,53.9
437,-98.71,80,0,0,1,3.625,0.0,70.5
517,-99.57,80,0,0,1,2.802,0.0,54.1
608,-96.84,91,0,0,1,5.27,0.0,112.4
661,-99.42,53,0,0,1,3.253,0.0,41.5
685,-99.57,24,0,0,1,6.025,0.0,21.5
700,-98.58,15,0,0,1,11.331,0.0,35.4
718,-98.78,18,0,0,1,8.954,0.0,33.5
821,-98.88,103,0,0,1,3.036,0.0,80.7
843,-98.36,22,0,0,1,8.776,0.0,43.8
868,-97.25,25,0,0,1,10.487,0.0,67.1
925,-98.01,57,0,0,1,5.139,0.0,70.8
1010,-98.77,85,0,0,1,3.488,0.0,72.3
1073,-93.33,63,0,0,1,10.653,0.0,163.8
1102,-99.11,29,0,0,1,5.637,0.0,33.3
1139,-96.4,37,0,0,1,12.461,0.0541,109.1
1202,-96.81,63,0,0,1,11.158,0.1111,163.8
1284,-97.54,82,0,0,1,4.505,0.0,94.4
1298,-99.23,14,0,0,1,10.214,0.0,22.3
1329,-99.28,31,0,0,1,4.98,0.0,31.2
1340,-99.47,11,0,0,1,13.534,0.0,15.5
1473,-95.42,133,0,0,1,5.208,0.0,163.8
1531,-96.48,58,0,0,1,7.795,0.0,100.1
1610,-95.98,79,0,0,1,6.769,0.0,121.9
1712,-97.18,102,0,0,1,5.029,0.0098,121.9
1745,-96.05,33,0,0,1,12.091,0.0,94.4
1760,-99.22,15,0,0,1,9.876,0.0,23.0
1800,-95.53,40,0,0,1,11.933,0.0,108.1
1871,-99.92,71,0,0,1,2.578,0.0,42.2
1927,-100.07,56,0,0,1,2.625,0.0,30.6
1955,-99.69,28,0,0,1,5.139,0.0,21.5
1978,-99.94,23,0,0,1,5.897,0.0,13.5
2013,-95.76,35,0,0,1,12.505,0.0,100.9
2028,-98.83,15,0,0,1,10.099,0.0,30.6
2068,-99.32,40,0,0,1,4.223,0.0,35.8
2146,-98.59,78,0,0,1,3.772,0.0,71.7
2265,-96.47,119,0,0,1,4.69,0.0,135.8
2339,-98.0,74,0,0,1,4.374,0.0,80.7
2402,-99.72,63,0,0,1,2.658,0.0,41.5
2452,-99.68,50,0,0,1,3.274,0.0,34.6
2484,-96.75,32,0,0,1,9.958,0.0,80.7
2577,-94.97,93,0,0,1,6.433,0.0,149.7
2647,-95.72,70,0,0,1,7.256,0.0,121.9
2696,-98.97,49,0,0,1,4.162,0.0,47.7
2718,-98.16,22,0,0,1,11.783,0.0909,67.1
2745,-98.98,27,0,0,1,6.117,0.0,34.8
2778,-98.82,33,0,0,1,5.365,0.0,41.5
2837,-98.26,59,0,0,1,4.694,0.0,67.1
2884,-95.83,47,0,0,1,14.939,0.1277,163.8
2901,-98.05,17,0,0,1,11.913,0.0,46.9
3063,-95.49,162,0,0,1,4.762,0.0,178.8
3090,-99.12,27,0,0,1,5.781,0.0,32.0
3113,-98.84,23,0,0,1,7.398,0.0,35.1
3152,-98.99,39,0,0,1,4.668,0.0,41.5
3188,-98.71,36,0,0,1,5.469,0.0,45.2
3247,-96.84,59,0,0,1,6.314,0.0,94.4
3339,-99.95,92,0,0,1,2.364,0.0,53.9
3388,-98.66,49,0,0,1,4.439,0.0,53.9
3441,-100.24,53,0,0,1,2.903,0.0,25.3
3471,-98.73,30,0,0,1,5.936,0.0,41.5
3536,-98.44,65,0,0,1,4.161,0.0,67.1
3615,-97.45,79,0,0,1,4.603,0.0,94.4
3673,-96.8,58,0,0,1,6.817,0.0,94.4
3726,-98.74,53,0,0,1,4.305,0.0,54.4
3740,-97.97,14,0,0,1,14.864,0.0,46.6
3828,-98.47,88,0,0,1,5.405,0.0341,108.1
3861,-99.38,33,0,0,1,4.478,0.0,30.6
3909,-99.26,48,0,0,1,3.767,0.0,41.6
3949,-99.03,40,0,0,1,4.455,0.0,41.5
3974,-99.13,25,0,0,1,6.165,0.0,30.6
4029,-99.4,55,0,0,1,3.385,0.0,42.9
4062,-99.37,33,0,0,1,4.565,0.0,30.6
4103,-99.38,41,0,0,1,4.199,0.0,35.1
4129,-96.48,26,0,0,1,13.153,0.0,82.2
4184,-98.84,55,0,0,1,3.782,0.0,53.9
4274,-98.92,90,0,0,1,3.301,0.0,72.3
4356,-98.96,82,0,0,1,3.106,0.0,67.1
4393,-99.74,37,0,0,1,4.118,0.0,25.7
4406,-98.74,13,0,0,1,12.055,0.0,31.2
4519,-96.02,113,0,0,1,5.305,0.0,140.8
4708,-87.54,189,0,0,1,7.663,0.0,346.4
4747,-99.37,39,0,0,1,4.215,0.0,34.2
4781,-99.85,34,0,0,1,4.175,0.0,21.7
4818,-96.91,37,0,0,1,14.076,0.0811,101.2
4840,-98.49,22,0,0,1,7.719,0.0,41.5
4875,-98.88,35,0,0,1,4.952,0.0,41.5
5012,-94.78,137,0,0,1,5.519,0.0,178.2
5028,-99.15,16,0,0,1,9.416,0.0,25.0
5112,-96.82,84,0,0,1,5.405,0.0,109.0
5132,-98.72,20,0,0,1,10.448,0.05,45.2
5161,-98.05,29,0,0,1,7.682,0.0,53.9
5202,-97.68,41,0,0,1,7.063,0.0,67.9
5228,-93.58,26,0,0,1,21.76,0.0,137.8
5280,-95.15,52,0,0,1,9.846,0.0,122.6
