timestep,ep_reward,ep_len,laps,success,crashed,mean_speed,overheat_frac,progress_m
17,-97.69,17,0,0,1,13.232,0.0,53.9
60,-100.14,43,0,0,1,3.255,0.0,21.5
112,-98.73,52,0,0,1,4.638,0.0,53.9
317,-93.58,205,0,0,1,5.114,0.0,239.8
336,-98.93,19,0,0,1,8.654,0.0,30.9
428,-94.58,92,0,0,1,7.877,0.0109,165.6
466,-98.32,38,0,0,1,5.914,0.0,53.9
533,-93.17,67,0,0,1,11.554,0.0149,178.2
572,-99.0,39,0,0,1,4.38,0.0,41.5
654,-96.81,82,0,0,1,5.435,0.0,108.1
765,-96.61,111,0,0,1,4.836,0.0,128.4
793,-98.67,28,0,0,1,6.299,0.0,41.5
887,-93.21,94,0,0,1,8.198,0.0,183.7
938,-99.36,51,0,0,1,3.42,0.0,41.5
958,-99.43,20,0,0,1,7.123,0.0,21.9
976,-98.36,18,0,0,1,10.306,0.0,41.5
1030,-100.36,54,0,0,1,2.702,0.0,23.5
1053,-99.02,23,0,0,1,6.753,0.0,31.6
1110,-94.6,57,0,0,1,10.031,0.0,135.8
1136,-99.11,26,0,0,1,6.002,0.0,31.6
1209,-95.43,73,0,0,1,9.762,0.0548,167.3
1241,-99.06,32,0,0,1,5.389,0.0,36.0
1255,-98.8,14,0,0,1,10.874,0.0,30.6
1281,-98.61,26,0,0,1,6.606,0.0,41.5
1321,-99.37,40,0,0,1,4.108,0.0,34.7
1368,-99.57,47,0,0,1,3.524,0.0,35.0
1402,-98.85,34,0,0,1,5.307,0.0,41.5
1426,-98.54,24,0,0,1,7.555,0.0,41.5
1523,-96.02,97,0,0,1,11.32,0.1443,265.6
1641,-94.59,118,0,0,1,6.286,0.0,170.8
1660,-98.95,19,0,0,1,7.936,0.0,30.6
1704,-98.25,44,0,0,1,5.559,0.0,58.6
1770,-97.76,66,0,0,1,4.914,0.0,80.7
1815,-97.84,45,0,0,1,6.061,0.0,67.1
1838,-99.34,23,0,0,1,6.558,0.0,25.4
1876,-99.26,38,0,0,1,4.413,0.0,35.8
1916,-98.39,40,0,0,1,5.102,0.0,53.9
1943,-97.63,27,0,0,1,12.079,0.037,69.9
1973,-98.09,30,0,0,1,6.988,0.0,53.9
2010,-95.45,37,0,0,1,12.287,0.0,108.1
2051,-99.06,41,0,0,1,4.366,0.0,41.5
2172,-98.44,121,0,0,1,3.557,0.0,99.0
2208,-99.36,36,0,0,1,4.552,0.0,32.6
2255,-98.48,47,0,0,1,4.95,0.0,56.0
2304,-99.64,49,0,0,1,3.382,0.0,34.8
2333,-98.06,29,0,0,1,7.261,0.0,53.9
2458,-95.85,125,0,0,1,5.051,0.0,151.0
2468,-98.61,10,0,0,1,16.86,0.0,31.8
2505,-98.94,37,0,0,1,4.58,0.0,41.5
2559,-95.38,54,0,0,1,11.212,0.037,138.0
2648,-94.11,89,0,0,1,7.503,0.0,163.8
2674,-99.63,26,0,0,1,5.294,0.0,21.5
2754,-96.03,80,0,0,1,6.145,0.0,121.9
2778,-99.39,24,0,0,1,6.239,0.0,24.8
2822,-97.61,44,0,0,1,6.637,0.0,70.9
2881,-99.97,59,0,0,1,2.755,0.0,34.3
2915,-98.85,34,0,0,1,5.07,0.0,41.5
2963,-95.06,48,0,0,1,10.516,0.0,121.9
3055,-92.43,92,0,0,1,9.046,0.0,197.4
3109,-96.69,54,0,0,1,7.03,0.0,94.4
3131,-98.33,22,0,0,1,8.63,0.0,44.4
3165,-99.26,34,0,0,1,4.776,0.0,33.4
3179,-99.27,14,0,0,1,10.496,0.0,21.5
3249,-98.6,70,0,0,1,3.623,0.0,67.1
3384,-97.69,135,0,0,1,3.564,0.0,121.9
3419,-99.43,35,0,0,1,4.47,0.0,30.6
3454,-99.9,35,0,0,1,4.087,0.0,21.5
3492,-96.93,38,0,0,1,8.103,0.0,80.7
3508,-98.11,16,0,0,1,12.188,0.0,45.1
3598,-97.05,90,0,0,1,4.869,0.0,108.1
3622,-97.11,24,0,0,1,11.907,0.0,69.1
3645,-98.51,23,0,0,1,7.914,0.0,41.5
3663,-98.21,18,0,0,1,10.587,0.0,44.5
3685,-98.49,22,0,0,1,8.141,0.0,41.5
3844,-98.87,159,0,0,1,3.028,0.0,112.7
3919,-99.44,75,0,0,1,2.829,0.0,53.9
3942,-98.46,23,0,0,1,8.056,0.0,42.5
4003,-100.46,61,0,0,1,2.496,0.0,25.6
4158,-91.98,155,0,0,1,7.527,0.0258,280.5
4179,-99.01,21,0,0,1,7.391,0.0,30.6
4250,-95.03,71,0,0,1,7.892,0.0,135.8
4283,-96.78,33,0,0,1,9.299,0.0,80.7
4333,-98.0,50,0,0,1,5.214,0.0,67.1
4349,-98.86,16,0,0,1,9.645,0.0,30.6
4411,-94.03,62,0,0,1,10.014,0.0,149.7
4468,-96.79,57,0,0,1,6.418,0.0,94.4
4489,-98.88,21,0,0,1,7.591,0.0,33.3
4525,-97.35,36,0,0,1,8.189,0.0,71.4
4543,-97.03,18,0,0,1,15.468,0.0,67.1
4572,-98.7,29,0,0,1,5.961,0.0,41.5
4600,-95.9,28,0,0,1,14.361,0.0,94.4
4639,-96.92,39,0,0,1,9.659,0.0,80.9
4703,-100.3,64,0,0,1,2.426,0.0,30.6
4719,-98.86,16,0,0,1,9.627,0.0,30.6
4769,-98.69,50,0,0,1,4.302,0.0,53.9
4838,-94.97,69,0,0,1,7.958,0.0,135.8
4902,-99.11,64,0,0,1,3.173,0.0,53.9
4957,-100.33,55,0,0,1,2.801,0.0,24.7
4985,-98.02,28,0,0,1,7.984,0.0,53.9
5034,-98.5,49,0,0,1,4.871,0.0,56.7
5077,-98.99,43,0,0,1,4.412,0.0,43.9
5119,-99.09,42,0,0,1,4.183,0.0,41.5
5143,-97.22,24,0,0,1,10.675,0.0,67.1
5168,-99.11,25,0,0,1,6.184,0.0,31.1
5225,-96.7,57,0,0,1,6.944,0.0,95.8
5256,-95.27,31,0,0,1,14.93,0.0,108.1
5273,-98.88,17,0,0,1,9.679,0.0,30.7
5333,-98.29,60,0,0,1,4.646,0.0,67.1
5386,-98.51,53,0,0,1,4.605,0.0,58.8
5413,-98.64,27,0,0,1,6.522,0.0,41.5
5464,-99.68,51,0,0,1,3.285,0.0,35.2
5482,-98.28,18,0,0,1,10.416,0.0,43.1
5503,-96.06,21,0,0,1,18.345,0.0,87.1
5530,-98.0,27,0,0,1,7.987,0.0,53.9
5544,-99.27,14,0,0,1,10.089,0.0,21.5
5570,-97.95,26,0,0,1,8.733,0.0,54.1
5595,-98.58,25,0,0,1,6.795,0.0,41.5
5629,-99.65,34,0,0,1,4.455,0.0,25.7
5655,-99.04,26,0,0,1,6.179,0.0,33.1
5689,-99.41,34,0,0,1,4.347,0.0,30.6
5764,-95.88,75,0,0,1,6.586,0.0,121.9
